	symbol	available_exchanges	currency_base	currency_quote
2331	NICASH/USD	['Synthetic']	Nicash	US Dollar
2332	NIM/BTC	['Hotbit']	Nimiq	Bitcoin
2333	NIM/ETH	['Hotbit']	Nimiq	Ethereum
2334	NIM/USD	['Hotbit', 'Synthetic']	Nimiq	US Dollar
2335	NKA/USD	['Synthetic']	IncaKoin	US Dollar
2336	NKN/USD	['Binance', 'Gate.io']	NKN	US Dollar
2337	NLC2/BTC	['YoBit']	NoLimitCoin	Bitcoin
2338	NLC2/USD	['Synthetic']	NoLimitCoin	US Dollar
2339	NLG/BTC	['Bittrex', 'YoBit']	Gulden	Bitcoin
2340	NLG/USD	['Synthetic']	Gulden	US Dollar
2341	NMC/BTC	['YoBit']	Namecoin	Bitcoin
2342	NMC/USD	['Synthetic']	Namecoin	US Dollar
2343	NMR/BTC	['Bittrex', 'Upbit']	Numeraire	Bitcoin
2344	NMR/USD	['Synthetic']	Numeraire	US Dollar
2345	NMS/USD	['Synthetic']	Numus	US Dollar
2346	NOAH/ETH	['Mercatox']	Noah Coin	Ethereum
2347	NOAH/USD	['Synthetic']	Noah Coin	US Dollar
2348	NOBL/USD	['Synthetic']	NobleCoin	US Dollar
2349	NODC/USD	['Synthetic']	NodeCoin	US Dollar
2350	NOTE/BTC	['Mercatox']	DNotes	Bitcoin
2351	NOTE/ETH	['Mercatox']	DNotes	Ethereum
2352	NOTE/USD	['Synthetic']	DNotes	US Dollar
2353	NPW/USD	['HCoin']	New Power Coin	US Dollar
2354	NPXS/BTC	['Bittrex']	Pundi X	Bitcoin
2355	NPXS/ETH	['Bittrex']	Pundi X[old]	Ethereum
2356	NPXS/USD	['Bittrex', 'Synthetic']	Pundi X	US Dollar
2357	NRG/BTC	['Kucoin']	Energi	Bitcoin
2358	NRG/USD	['Synthetic']	Energi	US Dollar
2359	NRO/USD	['Synthetic']	Neuro	US Dollar
2360	NSD/BTC	['Crex24', 'Mercatox']	Nasdacoin	Bitcoin
2361	NSD/ETH	['Crex24', 'Mercatox']	Nasdacoin	Ethereum
2362	NSD/USD	['Synthetic']	Nasdacoin	US Dollar
2363	NTC/USD	['Synthetic']	Natcoin	US Dollar
2364	NTK/BTC	['YoBit']	Neurotoken	Bitcoin
2365	NTK/ETH	['HitBTC']	Neurotoken	Ethereum
2366	NTK/USD	['Synthetic']	Neurotoken	US Dollar
2367	NTO/USD	['Synthetic']	Fujinto	US Dollar
2368	NTRN/BTC	['Graviex']	Neutron	Bitcoin
2369	NTRN/USD	['Synthetic']	Neutron	US Dollar
2370	NTWK/USD	['Synthetic']	Network Token	US Dollar
2371	NU/EUR	['Coinbase Pro']	NuCypher	Euro
2372	NULS/BTC	['Binance', 'Kucoin']	Nuls	Bitcoin
2373	NULS/ETH	['Kucoin', 'OKEx']	Nuls	Ethereum
2374	NULS/USD	['Binance', 'OKEx']	NULS	US Dollar
2375	NU/USD	['Coinbase Pro']	NuCypher	US Dollar
2376	NVC/BTC	['YoBit']	Novacoin	Bitcoin
2377	NVC/USD	['Synthetic']	Novacoin	US Dollar
2378	NXC/USD	['Synthetic']	Nexium	US Dollar
2379	NXS/BTC	['Bittrex']	Nexus	Bitcoin
2380	NXS/USD	['Synthetic']	Nexus	US Dollar
2381	NXT/BTC	['Bittrex', 'HitBTC']	Nxt	Bitcoin
2382	NXT/ETH	['HitBTC']	Nxt	Ethereum
2383	NXT/USD	['HitBTC']	Nxt	US Dollar
2384	NYAN/USD	['Synthetic']	Nyancoin	US Dollar
2385	NYC/USD	['YoBit']	NewYorkCoin	US Dollar
2386	OAX/BTC	['Binance']	OAX	Bitcoin
2387	OAX/ETH	['Gate.io']	OAX	Ethereum
2388	OAX/USD	['Synthetic']	OAX	US Dollar
2389	OBITS/BTC	['Livecoin']	OBITS	Bitcoin
2390	OBITS/USD	['Synthetic']	OBITS	US Dollar
2391	OCEANp/BTC	['Binance']	Ocean Protocol	Bitcoin
2392	OCEANp/USD	['Binance']	Ocean Protocol	US Dollar
2393	OCN/BITCNY	['CoinTiger']	Odyssey	bitCNY
2394	OCN/BTC	['CoinTiger', 'Huobi']	Odyssey	Bitcoin
2395	OCN/ETH	['Huobi']	Odyssey	Ethereum
2396	OCN/USD	['Gate.io', 'Huobi', 'Synthetic']	Odyssey	US Dollar
2397	OCOW/USD	['Synthetic']	OCOW	US Dollar
2398	OCT/ETH	['BigONE']	OracleChain	Ethereum
2399	OCT/USD	['Synthetic']	OracleChain	US Dollar
2400	ODE/USD	['Ethfinex']	ODEM	US Dollar
2401	ODN/USD	['Synthetic']	Obsidian	US Dollar
2402	OGN/BTC	['Binance']	Origin Protocol	Bitcoin
2403	OGN/USD	['Binance', 'MXC']	Origin Protocol	US Dollar
2404	OKB/BTC	['OKEx']	OKB	Bitcoin
2405	OK/BTC	['Bittrex']	OKCash	Bitcoin
2406	OKB/USD	['OKEx']	OKB	US Dollar
2407	OK/USD	['Synthetic']	OKCash	US Dollar
2408	OLT/BTC	['Kucoin']	OneLedger	Bitcoin
2409	OLT/ETH	['Kucoin']	OneLedger	Ethereum
2410	OLT/USD	['Synthetic']	OneLedger	US Dollar
2411	OMC/BTC	['YoBit']	Omicron	Bitcoin
2412	OMC/USD	['Synthetic']	Omicron	US Dollar
2413	OMG/AUD	['BTC Markets']	OmiseGO	Australian Dollar
2414	OMG/BTC	['Binance', 'OKEx']	OmiseGO	Bitcoin
2415	OMG/ETH	['Binance', 'Huobi']	OmiseGO	Ethereum
2416	OMG/EUR	['Coinbase Pro', 'Kraken']	OMG Network	Euro
2417	OMG/INR	['Bitbns']	OmiseGO	Indian Rupee
2418	OMG/KRW	['Bithumb', 'Upbit']	OmiseGO	Korean Won
2419	OMG/THB	['Bitkub']	OmiseGO	Thai Baht
2420	OMG/TRY	['Paribu']	OMG Network	Turkish Lira
2421	OMG/USD	['Binance', 'Huobi', 'ZB.COM']	OmiseGO	US Dollar
2422	OMNI/USD	['Bitfinex']	Omni	US Dollar
2423	ONDO/USD	['Bybit']	Ondo	US Dollar
2424	ONE/BNB	['Binance']	Harmony	Binance Coin
2425	ONE/BTC	['Binance']	Harmony	Bitcoin
2426	ONE/USD	['Binance']	Harmony	US Dollar
2427	ONION/BTC	['STEX']	DeepOnion	Bitcoin
2428	ONION/USD	['Synthetic']	DeepOnion	US Dollar
2429	ONT/BTC	['Binance', 'OKEx']	Ontology	Bitcoin
2430	ONT/ETH	['Bibox', 'Binance']	Ontology	Ethereum
2431	ONT/TRY	['Paribu']	Ontology	Turkish Lira
2432	ONT/USD	['Huobi', 'OKEx', 'Synthetic']	Ontology	US Dollar
2433	ONX/USD	['Synthetic']	Onix	US Dollar
2434	OPAL/BTC	['YoBit']	Opal	Bitcoin
2435	OPAL/USD	['Synthetic']	Opal	US Dollar
2436	OP/BTC	['YoBit']	Operand	Bitcoin
2437	OPCT/BTC	['Kucoin']	Opacity	Bitcoin
2438	OPCT/ETH	['Kucoin']	Opacity	Ethereum
2439	OPCT/USD	['Synthetic']	Opacity	US Dollar
2440	OPC/USD	['Synthetic']	OP Coin	US Dollar
2441	OPES/BTC	['YoBit']	Opescoin	Bitcoin
2442	OPES/USD	['Synthetic']	Opescoin	US Dollar
2443	OPm/BTC	['Binance']	Optimism	Bitcoin
2444	OPm/CAD	['Synthetic']	Optimism	Canadian Dollar
2445	OPm/USD	['Huobi', 'Kucoin']	Optimism	US Dollar
2446	OPT/BTC	['HitBTC']	Opus	Bitcoin
2447	OPTI/BTC	['BTC-Alpha']	OptiToken	Bitcoin
2448	OPTI/USD	['Synthetic']	OptiToken	US Dollar
2449	OPT/USD	['Synthetic']	Opus	US Dollar
2450	OP/USD	['Coinbase Pro']	Operand	US Dollar
2451	ORB/BTC	['FreiExchange']	Orbitcoin	Bitcoin
2452	ORB/USD	['Synthetic']	Orbitcoin	US Dollar
2453	ORDI/USD	['Binance']	ORDI	US Dollar
2454	ORLY/BTC	['YoBit']	Orlycoin	Bitcoin
2455	ORLY/USD	['Synthetic']	Orlycoin	US Dollar
2456	ORMEUS/BTC	['HitBTC']	Ormeus Coin	Bitcoin
2457	ORMEUS/USD	['Synthetic']	Ormeus Coin	US Dollar
2458	OS76/USD	['Synthetic']	OsmiumCoin	US Dollar
2459	OSMO/USD	['Binance']	Osmosis	US Dollar
2460	OST/USD	['Gate.io']	Simple Token	US Dollar
2461	OTN/BTC	['YoBit']	Open Trading Network	Bitcoin
2462	OTN/USD	['Synthetic']	Open Trading Network	US Dollar
2463	OXT/BTC	['Kraken']	Orchid	Bitcoin
2464	OXT/EUR	['Kraken']	Orchid	Euro
2465	OXT/USD	['Coinbase Pro', 'OKEx']	Orchid	US Dollar
2466	P7C/USD	['Synthetic']	P7Coin	US Dollar
2467	PAC/BTC	['Graviex']	PAC Global	Bitcoin
2468	PAC/DOGE	['Graviex']	PAC Global	Dogecoin
2469	PAC/LTC	['Graviex']	PAC Global	Litecoin
2470	PAC/USD	['Synthetic']	PAC Global	US Dollar
2471	PAIp/BTC	['Huobi']	Project Pai	Bitcoin
2472	PAIp/ETH	['Huobi']	Project Pai	Ethereum
2473	PAIp/USD	['Huobi']	Project Pai	US Dollar
2474	PAK/BTC	['YoBit']	Pakcoin	Bitcoin
2475	PAK/USD	['YoBit']	Pakcoin	US Dollar
2476	PART/BTC	['Bittrex']	Particl	Bitcoin
2477	PART/USD	['Synthetic']	Particl	US Dollar
2478	PASC/BTC	['TOKOK']	Pascal	Bitcoin
2479	PASC/USD	['Synthetic']	Pascal Coin	US Dollar
2480	PASL/USD	['Synthetic']	Pascal Lite	US Dollar
2481	PAX/BTC	['OKEx', 'Upbit']	Paxos Standard Token	Bitcoin
2482	PAXG/BTC	['Binance']	PAX Gold	Bitcoin
2483	PAXG/CAD	['Synthetic']	PAX Gold	Canadian Dollar
2484	PAXG/USD	['Binance']	PAX Gold	US Dollar
2485	PAX/USD	['Binance', 'BitMart', 'Coinbase Pro']	Pax Dollar	US Dollar
2486	PAY/BTC	['Huobi', 'OKEx']	TenX	Bitcoin
2487	PAY/ETH	['Gate.io', 'Huobi']	TenX	Ethereum
2488	PAYP/USD	['Synthetic']	PayPeer	US Dollar
2489	PAY/USD	['Gate.io', 'OKEx']	TenX	US Dollar
2490	PAYX/BTC	['Mercatox']	Paypex	Bitcoin
2491	PAYX/ETH	['Mercatox']	Paypex	Ethereum
2492	PAYX/USD	['Synthetic']	Paypex	US Dollar
2493	PBT/BTC	['HitBTC']	Primalbase Token	Bitcoin
2494	PBT/USD	['Synthetic']	Primalbase Token	US Dollar
2495	PCL/BTC	['Hotbit']	Peculium	Bitcoin
2496	PCL/ETH	['Hotbit']	Peculium	Ethereum
2497	PCN/DOGE	['C-Patex']	PeepCoin	Dogecoin
2498	PCN/USD	['Synthetic']	PeepCoin	US Dollar
2499	PCOIN/USD	['Synthetic']	Pioneer Coin	US Dollar
2500	PCS/USD	['Synthetic']	Pabyosi Coin (Special)	US Dollar
2501	PDC/USD	['Synthetic']	Project Decorum	US Dollar
2502	pDOTn/BTC	['Binance', 'Kraken']	Polkadot	Bitcoin
2503	pDOTn/CAD	['Synthetic']	Polkadot	Canadian Dollar
2504	pDOTn/EUR	['Binance', 'Kraken']	Polkadot	Euro
2505	pDOTn/GBP	['Binance', 'Coinbase Pro']	Polkadot	British Pound
2506	pDOTn/INR	['Bitbns']	Polkadot	Indian Rupee
2507	pDOTn/TRY	['Bitexen', 'BTCTurk', 'Paribu']	Polkadot	Turkish Lira
2508	pDOTn/USD	['Binance', 'Kraken']	Polkadot	US Dollar
2509	PENDLE/USD	['Binance']	Pendle	US Dollar
2510	PENG/USD	['Synthetic']	Penguin Coin	US Dollar
2511	PEOPLE/BTC	['Binance']	ConstitutionDAO	Bitcoin
2512	PEOPLE/USD	['Binance', 'Gate.io', 'Huobi']	ConstitutionDAO	US Dollar
2513	PEPE/USD	['Binance']	Pepe	US Dollar
2514	PERP/BTC	['Binance']	Perpetual Protocol	Bitcoin
2515	PERP/USD	['Binance']	Perpetual Protocol	US Dollar
2516	PEX/BTC	['YoBit']	PosEx	Bitcoin
2517	PEXT/DOGE	['YoBit']	Prime-Ex Perpetual	Dogecoin
2518	PEXT/ETH	['YoBit']	Prime-Ex Perpetual	Ethereum
2519	PEXT/RUB	['YoBit']	Prime-Ex Perpetual	Russian Ruble
2520	PEXT/USD	['YoBit']	Prime-Ex Perpetual	US Dollar
2521	PEXT/WAVES	['YoBit']	Prime-Ex Perpetual	Waves
2522	PEX/USD	['Synthetic']	PosEx	US Dollar
2523	PGL/USD	['Synthetic']	Prospectors Gold	US Dollar
2524	Phantomx/USD	['Kraken']	Phantomx	US Dollar
2525	PHB/BTC	['Binance']	Red Pulse Phoenix	Bitcoin
2526	PHO/LTC	['C-Patex']	Photon	Litecoin
2527	PHO/USD	['Synthetic']	Photon	US Dollar
2528	PHR/BTC	['Crex24']	Phore	Bitcoin
2529	PHR/USD	['Synthetic']	Phore	US Dollar
2530	PHX/BTC	['Huobi']	Red Pulse Phoenix	Bitcoin
2531	PHX/ETH	['HitBTC']	Phoenix Global	Ethereum
2532	PHX/EUR	['Synthetic']	Red Pulse Phoenix	Euro
2533	PHX/USD	['Synthetic']	Red Pulse Phoenix	US Dollar
2534	PIE/USD	['Synthetic']	PIECoin	US Dollar
2535	PIGGY/USD	['Synthetic']	Piggycoin	US Dollar
2536	PING/BTC	['Tidex', 'YoBit']	CryptoPing	Bitcoin
2537	PING/USD	['Synthetic']	CryptoPing	US Dollar
2538	PINK/BTC	['Bittrex', 'SouthXchange']	Pinkcoin	Bitcoin
2539	PINK/USD	['Synthetic']	Pinkcoin	US Dollar
2540	PIRL/USD	['Synthetic']	Pirl	US Dollar
2541	PI/USD	['Bibox', 'Gate.io']	Plian	US Dollar
2542	PIVX/BTC	['Binance', 'Bittrex']	PIVX	Bitcoin
2543	PIVX/ETH	['Binance', 'Kucoin']	PIVX	Ethereum
2544	PIVX/USD	['Synthetic']	PIVX	US Dollar
2545	PIX/USD	['Synthetic']	Lampix	US Dollar
2546	PKB/BTC	['YoBit']	ParkByte	Bitcoin
2547	PKB/USD	['Synthetic']	ParkByte	US Dollar
2548	PKT/BTC	['HitBTC', 'Mercatox']	Playkey	Bitcoin
2549	PKT/ETH	['HitBTC', 'Mercatox']	Playkey	Ethereum
2550	PKT/USD	['Synthetic']	Playkey	US Dollar
2551	PLACO/USD	['Synthetic']	PlayerCoin	US Dollar
2552	PLBT/BTC	['HitBTC', 'YoBit']	Polybius	Bitcoin
2553	PLBT/USD	['Synthetic']	Polybius	US Dollar
2554	PLC/USD	['Synthetic']	PlusCoin	US Dollar
2555	PLNC/BTC	['YoBit']	PLNcoin	Bitcoin
2556	PLNC/USD	['Synthetic']	PLNcoin	US Dollar
2557	PLR/BTC	['HitBTC']	Pillar	Bitcoin
2558	PLR/ETH	['HitBTC']	Pillar	Ethereum
2559	PLR/USD	['HitBTC']	Pillar	US Dollar
2560	PLTC/USD	['HitBTC', 'Synthetic']	PlatonCoin	US Dollar
2561	Pluton/USD	['Kraken']	Pluton	US Dollar
2562	PMA/BTC	['Bittrex', 'HitBTC']	PumaPay	Bitcoin
2563	PMA/ETH	['HitBTC']	PumaPay	Ethereum
2564	PMA/USD	['HitBTC', 'Synthetic']	PumaPay	US Dollar
2565	PMNT/USD	['Synthetic']	Paymon	US Dollar
2566	PND/ETH	['Altilly']	Pandacoin	Ethereum
2567	PND/USD	['Synthetic']	Pandacoin	US Dollar
2568	PNK/ETH	['Bitfinex']	Kleros	Ethereum
2569	PNK/USD	['Synthetic']	Kleros	US Dollar
2570	POA/BTC	['Binance']	POA Network	Bitcoin
2571	POA/ETH	['HitBTC']	POA	Ethereum
2572	POA/USD	['Synthetic']	POA Network	US Dollar
2573	POE/BTC	['HitBTC']	Po.et	Bitcoin
2574	POE/ETH	['HitBTC']	Po.et	Ethereum
2575	POE/USD	['Synthetic']	Po.et	US Dollar
2576	POKE/USD	['Synthetic']	PokeCoin	US Dollar
2577	POLIS/USD	['Gate.io']	Star Atlas DAO	US Dollar
2578	POLS/BTC	['Binance']	Polkastarter	Bitcoin
2579	POLS/USD	['Binance']	Polkastarter	US Dollar
2580	POL/USD	['Binance']	POL	US Dollar
2581	POLY/BTC	['Binance', 'Huobi']	Polymath	Bitcoin
2582	POLY/ETH	['HitBTC', 'Huobi']	Polymath	Ethereum
2583	POLY/KRW	['Upbit']	Polymath	Korean Won
2584	POLY/USD	['Synthetic']	Polymath	US Dollar
2585	POND/BTC	['Binance']	Marlin	Bitcoin
2586	POND/USD	['Binance', 'Gate.io', 'KuCoin']	Marlin	US Dollar
2587	PONZI/BTC	['YoBit']	PonziCoin	Bitcoin
2588	PONZI/USD	['Synthetic']	PonziCoin	US Dollar
2589	POP/ETH	['Crex24']	PopularCoin	Ethereum
2590	POP/USD	['Synthetic']	PopularCoin	US Dollar
2591	PORTO/BTC	['Binance']	FC Porto Fan Token	Bitcoin
2592	PORTO/EUR	['Binance']	FC Porto Fan Token	Euro
2593	PORTO/TRY	['Binance']	FC Porto Fan Token	Turkish Lira
2594	PORTO/USD	['Binance']	FC Porto Fan Token	US Dollar
2595	POST/BTC	['YoBit']	PostCoin	Bitcoin
2596	POST/USD	['Synthetic']	PostCoin	US Dollar
2597	POS/USD	['Synthetic']	PoSToken	US Dollar
2598	POSW/BTC	['YoBit']	PoSW Coin	Bitcoin
2599	POSW/USD	['Synthetic']	PoSW Coin	US Dollar
2600	POT/BTC	['Bittrex']	PotCoin	Bitcoin
2601	POT/USD	['Synthetic']	PotCoin	US Dollar
2602	POWR/AUD	['BTC Markets']	Power Ledger	Australian Dollar
2603	POWR/BTC	['Binance', 'Bitrue']	Power Ledger	Bitcoin
2604	POWR/ETH	['Binance', 'Bitrue']	Power Ledger	Ethereum
2605	POWR/KRW	['Bithumb', 'Upbit']	Power Ledger	Korean Won
2606	POWR/USD	['Gate.io', 'Synthetic']	Power Ledger	US Dollar
2607	PPC/BTC	['Bittrex', 'HitBTC']	Peercoin	Bitcoin
2608	PPC/USD	['HitBTC']	Peercoin	US Dollar
2609	PPP/BTC	['Liquid']	PayPie	Bitcoin
2610	PPP/USD	['Synthetic']	PayPie	US Dollar
2611	PPT/BTC	['Binance', 'Kucoin']	Populous	Bitcoin
2612	PPT/ETH	['HitBTC', 'Kucoin']	Populous	Ethereum
2613	PPT/EUR	['Synthetic']	Populous	Euro
2614	PPT/USD	['OKEx', 'Synthetic']	Populous	US Dollar
2615	PRE/BTC	['HitBTC']	Presearch	Bitcoin
2616	PRE/ETH	['HitBTC']	Presearch	Ethereum
2617	PRES/BTC	['Livecoin']	President Trump	Bitcoin
2618	PRES/USD	['Synthetic']	President Trump	US Dollar
2619	PRE/USD	['Synthetic']	Presearch	US Dollar
2620	PRG/BTC	['YoBit']	Paragon	Bitcoin
2621	PRG/ETH	['YoBit']	Paragon	Ethereum
2622	PRG/USD	['Synthetic']	Paragon	US Dollar
2623	PRIMU/USD	['Synthetic']	Primulon	US Dollar
2624	PRIV/BTC	['Crex24']	PRiVCY	Bitcoin
2625	PRIV/USD	['Synthetic']	PRiVCY	US Dollar
2626	PRIX/BTC	['Mercatox', 'YoBit']	Privatix	Bitcoin
2627	PRIX/USD	['Synthetic']	Privatix	US Dollar
2628	PRM/USD	['Synthetic']	PrismChain	US Dollar
2629	PRN/USD	['Synthetic']	Protean	US Dollar
2630	PRO/BTC	['Huobi']	Propy	Bitcoin
2631	PRO/ETH	['Huobi']	Propy	Ethereum
2632	PROM/BTC	['Binance']	Prometeus	Binance USD
2633	PROM/BUSD	['Binance']	Prometeus	Binance USD
2634	PROM/USD	['Synthetic']	Prometeus	US Dollar
2635	PRO/USD	['Synthetic']	Propy	US Dollar
2636	PRS/BTC	['BigONE']	PressOne	Bitcoin
2637	PRS/ETH	['BigONE']	PressOne	Ethereum
2638	PRS/USD	['BigONE', 'Synthetic']	PressOne	US Dollar
2639	PRX/USD	['Synthetic']	Printerium	US Dollar
2640	PST/BTC	['OKEx']	Primas	Bitcoin
2641	PST/ETH	['Gate.io']	Primas	Ethereum
2642	PST/USD	['Gate.io', 'OKEx']	Primas	US Dollar
2643	PSY/BTC	['YoBit']	Psilocybin	Bitcoin
2644	PSY/USD	['Synthetic']	Psilocybin	US Dollar
2645	PTD/BTC	['SouthXchange']	Peseta Digital	Bitcoin
2646	PTD/USD	['Synthetic']	Peseta Digital	US Dollar
2647	PTOY/BTC	['Bittrex', 'HitBTC']	Patientory	Bitcoin
2648	PTOY/ETH	['HitBTC']	Patientory	Ethereum
2649	PTOY/USD	['Synthetic']	Patientory	US Dollar
2650	PTT/ETH	['CoinTiger']	Proton Token	Ethereum
2651	PTT/USD	['Synthetic']	Proton Token	US Dollar
2652	PULSE/BTC	['YoBit']	Pulse	Bitcoin
2653	PULSE/USD	['Synthetic']	Pulse	US Dollar
2654	PURE/USD	['Synthetic']	Pure	US Dollar
2655	PUT/USD	['Livecoin']	PutinCoin	US Dollar
2656	PX/BTC	['YoBit']	PX	Bitcoin
2657	PXI/BTC	['YoBit']	Prime-XI	Bitcoin
2658	PXI/USD	['Synthetic']	Prime-XI	US Dollar
2659	PX/USD	['Synthetic']	PX	US Dollar
2660	PYR/BTC	['Binance']	Vulcan Forged PYR	Bitcoin
2661	PYR/USD	['Binance', 'Gate.io', 'KuCoin']	Vulcan Forged PYR	US Dollar
2662	PYTH/USD	['Binance']	Pyth Network	US Dollar
2663	PZM/BTC	['Hotbit']	PRIZM	Bitcoin
2664	PZM/ETH	['Hotbit']	PRIZM	Ethereum
2665	PZM/RUB	['PrizmBit']	PRIZM	Russian Ruble
2666	PZM/USD	['BTC-Alpha', 'Hotbit']	PRIZM	US Dollar
2667	Q2C/USD	['Synthetic']	QubitCoin	US Dollar
2668	QASH/AUD	['QUOINE']	QASH	Australian Dollar
2669	QASH/BTC	['Hotbit', 'Huobi', 'QUOINE']	QASH	Bitcoin
2670	QASH/ETH	['Hotbit', 'Huobi']	QASH	Ethereum
2671	QASH/EUR	['QUOINE']	QASH	Euro
2672	QASH/JPY	['QUOINE']	QASH	Japanese Yen
2673	QASH/SGD	['QUOINE']	QASH	Singapore Dollar
2674	QASH/USD	['Gate.io', 'QUOINE']	QASH	US Dollar
2675	QAU/USD	['Synthetic']	Quantum	US Dollar
2676	QBC/BTC	['YoBit']	Quebecoin	Bitcoin
2677	QBC/USD	['Synthetic']	Quebecoin	US Dollar
2678	QBIT/USD	['p2pb2b']	Qubitica	US Dollar
2679	QBT/ETH	['Gate.io']	Qbao	Ethereum
2680	QBT/USD	['Gate.io']	Qbao	US Dollar
2681	QKC/BTC	['Binance', 'Kucoin']	QuarkChain	Bitcoin
2682	QKC/ETH	['Binance', 'Hotbit']	QuarkChain	Ethereum
2683	QKC/KRW	['Upbit']	QuarkChain	Korean Won
2684	QKC/USD	['DragonEX', 'Gate.io']	QuarkChain	US Dollar
2685	QLC/BTC	['Binance', 'Gate.io']	QLINK	Bitcoin
2686	QLC/ETH	['Binance', 'Gate.io']	QLINK	Ethereum
2687	QLC/USD	['Gate.io', 'Synthetic']	QLINK	US Dollar
2688	QNT/BTC	['Bittrex', 'Hotbit']	Quant	Bitcoin
2689	QNT/ETH	['Hotbit', 'IDEX']	Quant	Ethereum
2690	QNT/USD	['Binance', 'Coinbase Pro', 'Synthetic']	Quant	US Dollar
2691	QRDO/ETH	['KuCoin']	Qredo	Ethereum
2692	QRDO/USD	['Gate.io', 'KuCoin']	Qredo	US Dollar
2693	QRK/USD	['Synthetic']	Quark	US Dollar
2694	QRL/BTC	['Bittrex']	Quantum Resistant Ledger 	Bitcoin
2695	QRL/USD	['Synthetic']	Quantum Resistant Ledger	US Dollar
2696	QSP/BTC	['Binance', 'Huobi']	Quantstamp	Bitcoin
2697	QSP/ETH	['Binance', 'Gate.io']	Quantstamp	Ethereum
2698	QSP/USD	['Gate.io']	Quantstamp	US Dollar
2699	QTUM/AUD	['Synthetic']	Qtum	Australian Dollar
2700	QTUM/BTC	['Binance', 'Bittrex']	Qtum	Bitcoin
2701	QTUM/CAD	['Synthetic']	Qtum	Canadian Dollar
2702	QTUM/CNY	['Synthetic']	Qtum	Chinese Yuan
2703	QTUM/ETH	['Binance', 'BitMart', 'Gate.io']	Qtum	Ethereum
2704	QTUM/EUR	['Kraken']	Qtum	Euro
2705	QTUM/HKD	['Synthetic']	Qtum	Hong Kong Dollar
2706	QTUM/ILS	['Synthetic']	Qtum	Israeli Shekel
2707	QTUM/INR	['Synthetic']	Qtum	Indian Rupee
2708	QTUM/JPY	['Bitbank']	Qtum	Japanese Yen
2709	QTUM/KRW	['Bithumb', 'Upbit']	Qtum	Korean Won
2710	QTUM/MXN	['Synthetic']	Qtum	Mexican Peso
2711	QTUM/MYR	['Synthetic']	Qtum	Malaysian Ringgit
2712	QTUM/PLN	['Synthetic']	Qtum	Polish Zloty
2713	QTUM/RUB	['Synthetic']	Qtum	Russian Ruble
2714	QTUM/SAR	['Synthetic']	Qtum	Saudi Riyal
2715	QTUM/SEK	['Synthetic']	Qtum	Swedish Krona
2716	QTUM/TRY	['Synthetic']	Qtum	Turkish Lira
2717	QTUM/USD	['Binance', 'OKEx', 'ZB.COM']	Qtum	US Dollar
2718	QTUM/VND	['Synthetic']	Qtum	Vietnamese Dong
2719	QTUM/ZAR	['Synthetic']	Qtum	South African Rand
2720	QUAN/BTC	['TradeOgre']	Quantis Network	Bitcoin
2721	QUAN/USD	['Synthetic']	Quantis Network	US Dollar
2722	QUICK/BTC	['Binance']	QuickSwap	Bitcoin
2723	QUICK/USD	['Binance']	QuickSwap	US Dollar
2724	QUN/BTC	['OKEx']	QunQun	Bitcoin
2725	QUN/USD	['OKEx']	QunQun	US Dollar
2726	QWARK/USD	['Synthetic']	Qwark	US Dollar
2727	RACA/USD	['Gate.io', 'PancakeSwap']	Radio Caca	US Dollar
2728	RADS/BTC	['Bittrex']	Radium	Bitcoin
2729	RADS/USD	['Synthetic']	Radium	US Dollar
2730	RAD/USD	['Binance', 'Coinbase Pro']	Radicle	US Dollar
2731	RAIN/USD	['Synthetic']	Condensate	US Dollar
2732	RARI/USD	['Coinbase Pro']	RARI	US Dollar
2733	RAY/USD	['Binance', 'Gate.io']	Raydium	US Dollar
2734	RBIES/BTC	['YoBit']	Rubies	Bitcoin
2735	RBIES/USD	['Synthetic']	Rubies	US Dollar
2736	RBN/USD	['Coinbase Pro']	Ribbon Finance	US Dollar
2737	RBT/BTC	['YoBit']	Rimbit	Bitcoin
2738	R/BTC	['YoBit']	Revain	Bitcoin
2739	RBTC/BTC	['Kucoin']	RSK Smart Bitcoin	Bitcoin
2740	RBTC/USD	['Synthetic']	RSK Smart Bitcoin	US Dollar
2741	RBT/USD	['Synthetic']	Rimbit	US Dollar
2742	RBY/BTC	['YoBit']	Rubycoin	Bitcoin
2743	RBY/USD	['Synthetic']	Rubycoin	US Dollar
2744	RCN/BTC	['Huobi']	Ripio Credit Network	Bitcoin
2745	RCN/ETH	['Gate.io']	Ripio Credit Network	Ethereum
2746	RCN/USD	['Gate.io']	Ripio Credit Network	US Dollar
2747	RC/USD	['Synthetic']	RussiaCoin	US Dollar
2748	RDD/BTC	['Bittrex', 'YoBit']	ReddCoin	Bitcoin
2749	RDD/USD	['Synthetic']	ReddCoin	US Dollar
2750	RDN/BTC	['Binance', 'Exrates']	Raiden Network Token	Bitcoin
2751	RDN/ETH	['Bibox', 'Gate.io']	Raiden Network Token	Ethereum
2752	RDNT/USD	['Binance']	Radiant Capital	US Dollar
2753	RDN/USD	['Gate.io']	Raiden Network Token	US Dollar
2754	REAL/BNT	['Bancor Network']	REAL	Bancor
2755	REAL/USD	['Synthetic']	REAL	US Dollar
2756	REC/BTC	['YoBit']	Regalcoin	Bitcoin
